review_id	sentiment	label_id	input_ids	review_body	date
14787	0	1	[0, 100, 2740, 42, 299, 804, 11, 80, 8089, 1437, 8, 1682, 5, 741, 11228, 3195, 4, 939, 6640, 24, 150, 667, 24, 15, 4, 77, 939, 5328, 24, 41, 1445, 183, 1437, 5, 299, 95, 399, 75, 356, 14, 205, 4, 24, 938, 75, 34203, 1437, 8, 24, 2061, 15, 5, 1099, 911, 1135, 145, 7082, 12365, 4, 24, 399, 75, 2045, 182, 34203, 4, 939, 5328, 24, 13, 65, 183, 8, 524, 45, 1372, 19, 127, 2229, 4, 939, 2813, 939, 115, 2142, 24, 124, 53, 939, 416, 5328, 24, 4, 5, 2564, 95, 965, 75, 182, 34203, 4, 24, 16, 7082, 53, 7235, 15, 5, 23739, 45, 11, 10, 205, 169, 114, 47, 32, 5350, 11454, 4, 2, 1, 1, 1, 1, 1, 1, 1]	I ordered this top online in two colors  and kept the berry color. i liked it while trying it on. when i wore it an entire day  the top just didn't look that good. it wasn't flattering  and it focused on the bad areas despite being loose fitting. it didn't seem very flattering. i wore it for one day and am not happy with my purchase. i wish i could send it back but i already wore it. the fit just isn't very flattering. it is loose but focuses on the curves not in a good way if you are curvy.	2023-07-15T17:45:11Z
19120	1	2	[0, 2264, 10, 372, 23204, 328, 5, 18100, 6907, 16, 4045, 53, 5, 10521, 21, 55, 127, 2496, 4, 939, 437, 195, 108, 245, 113, 5962, 36, 3079, 438, 43, 8, 5, 3023, 29, 16, 1969, 4, 939, 216, 961, 16, 584, 42, 23204, 1237, 739, 53, 939, 679, 42, 2496, 16, 2425, 7, 28, 10, 828, 24901, 1437, 98, 939, 74, 486, 24, 1528, 7, 1836, 19, 14, 11, 1508, 4, 5, 3701, 32, 251, 1437, 5, 3989, 16, 2233, 219, 36, 4297, 45, 765, 43, 8, 939, 657, 5, 169, 24, 23835, 15, 127, 7174, 5120, 4, 24, 18, 2422, 3793, 359, 23889, 131, 40, 2773, 28, 10, 213, 12, 560, 23204, 42, 1136, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"What a great sweater! the pale pink is sweet but the grey was more my style. i'm 5'5"" 120 (34c) and the xs is perfect. i know everyone is saying this sweater runs large but i believe this style is meant to be a bit oversized  so i would call it true to size with that in mind. the arms are long  the shape is boxy (but not short) and i love the way it hangs on my thin frame. it's super soft & cozy; will easily be a go-to sweater this fall."	2023-07-15T17:45:11Z
2511	-1	0	[0, 387, 12807, 80, 9, 209, 142, 939, 2638, 5, 169, 51, 2564, 160, 9, 5, 20004, 4, 15158, 106, 309, 7, 9969, 8, 51, 58, 19750, 4, 5, 1468, 15383, 3153, 62, 442, 5, 6399, 765, 8, 2233, 219, 8, 5, 526, 9217, 1249, 62, 145, 910, 5600, 1329, 4, 2299, 164, 7, 860, 7, 671, 209, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Bought two of these because i loved the way they fit off of the rack. washed them according to directions and they were ruined. the material shrank up making the shirt short and boxy and the side panels ended up being rippled. definitely going to try to return these.	2023-07-15T17:45:11Z
3193	-1	0	[0, 100, 2162, 5, 6399, 11, 28079, 8, 439, 159, 10, 1836, 228, 5, 2949, 31, 97, 34910, 4, 99, 939, 197, 33, 626, 21, 213, 159, 132, 10070, 328, 1237, 1307, 328, 127, 1623, 26, 939, 1415, 5283, 8, 14, 18, 393, 10, 205, 356, 114, 110, 45, 4, 1051, 42, 124, 5, 276, 183, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I bought the shirt in ivory and went down a size per the advice from other reviewers. what i should have done was go down 2 sizes! runs huge! my husband said i looked pregnant and that's never a good look if your not. sent this back the same day.	2023-07-15T17:45:11Z
744	0	1	[0, 100, 829, 42, 16576, 452, 8, 21, 182, 5779, 4, 939, 218, 75, 216, 99, 939, 421, 53, 24, 16, 45, 25, 939, 802, 4, 190, 600, 5, 1318, 16, 182, 205, 8, 5, 2564, 16, 1528, 7, 1836, 1437, 939, 189, 671, 24, 4, 5, 10199, 9, 5, 16576, 16, 95, 350, 3610, 1437, 23, 513, 13, 162, 4, 939, 524, 95, 9684, 8, 190, 600, 939, 33, 171, 13657, 1437, 5, 8089, 32, 95, 45, 8150, 4, 1104, 1326, 357, 87, 143, 20585, 299, 19, 42, 1989, 5780, 4, 939, 524, 164, 7, 860, 24, 15, 65, 55, 86, 8, 146, 10, 26606, 568, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I received this skirt today and was very disappointed. i don't know what i expected but it is not as i thought. even though the quality is very good and the fit is true to size  i may return it. the fabric of the skirt is just too busy  at least for me. i am just uncertain and even though i have many tops  the colors are just not matching. white looks better than any colored top with this particular print. i am going to try it on one more time and make a definite decision.	2023-07-15T17:45:11Z
16069	0	1	[0, 100, 437, 95, 45, 686, 59, 42, 299, 734, 24, 18, 182, 765, 4, 939, 437, 765, 12, 2739, 15346, 1437, 8, 24, 115, 1413, 7, 28, 23, 513, 41, 10468, 1181, 11, 760, 13, 162, 4, 8, 25, 277, 37102, 3273, 66, 1437, 89, 18, 117, 6803, 11, 760, 4, 939, 64, 75, 4744, 2498, 24, 396, 10, 6013, 12213, 734, 65, 205, 13116, 24572, 8, 961, 74, 120, 10, 3723, 2462, 311, 4, 24, 269, 1302, 55, 101, 10, 15203, 87, 10, 6399, 4, 24, 18, 11962, 615, 19, 10, 6013, 12213, 1437, 53, 14, 2345, 9, 16393, 5, 3508, 9, 41, 1365, 1035, 299, 734, 24, 18, 350, 2131, 13, 13171, 11, 5, 579, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I'm just not sure about this top... it's very short. i'm short-waisted  and it could stand to be at least an inch longer in front for me. and as another reviewer pointed out  there's no closure in front. i can't imagine wearing it without a tank underneath... one good stiff breeze and everyone would get a peep show. it really seems more like a vest than a shirt. it's cute enough with a tank underneath  but that sort of defeats the purpose of an easy summer top... it's too hot for layers in the s	2023-07-15T17:45:11Z
17320	0	1	[0, 133, 299, 16, 12058, 8, 5276, 9506, 811, 101, 19, 10, 7082, 2564, 4, 5, 299, 2035, 19, 10, 650, 909, 32551, 8, 103, 9, 5, 22990, 416, 12256, 4, 24, 429, 28, 350, 15651, 13, 162, 7, 190, 2081, 13, 277, 8, 3568, 4, 939, 524, 164, 7, 33, 7, 671, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The top is gorgeous and bohemian like with a loose fit. the top arrived with a small black stain and some of the lace already ripped. it might be too delicate for me to even exchange for another and wear. i am going to have to return it.	2023-07-15T17:45:11Z
9830	1	2	[0, 713, 3588, 16, 98, 1256, 15, 328, 939, 818, 399, 75, 860, 24, 15, 142, 15, 5, 1368, 8395, 24, 399, 75, 356, 101, 24, 74, 33, 143, 3989, 4, 157, 1437, 24, 16, 2422, 385, 31766, 219, 8, 3041, 219, 1437, 8, 24, 1326, 372, 15, 1437, 818, 7021, 2496, 4, 24, 16, 7113, 62, 15, 10199, 1437, 8, 19, 5, 1181, 21764, 939, 21, 8265, 24, 74, 146, 162, 350, 2131, 1437, 53, 5, 10199, 16, 1109, 8, 8016, 868, 1437, 24, 40, 28, 10, 1969, 23932, 3588, 13, 1136, 8, 419, 2428, 4, 856, 28831, 1437, 5, 2295, 2716, 9572, 15, 5, 760, 8, 124, 32, 192, 149, 1437, 399, 75, 4883, 14, 5, 78, 86, 939, 2, 1, 1, 1, 1, 1, 1]	This dress is so pretty on! i almost didn't try it on because on the hanger it didn't look like it would have any shape. well  it is super drapey and flowy  and it looks great on  almost swing style. it is doubled up on fabric  and with the longer sleeves i was scared it would make me too hot  but the fabric is light and breathable  it will be a perfect transitional dress for fall and early spring. fyi  the eyelet strip on the front and back are see through  didn't realize that the first time i	2023-07-15T17:45:11Z
6419	-1	0	[0, 100, 524, 195, 108, 176, 13674, 17243, 8, 41, 3023, 29, 4716, 1459, 4, 627, 26370, 5326, 219, 21, 5, 129, 2579, 631, 59, 42, 3588, 1437, 53, 960, 1493, 21, 269, 29747, 24203, 480, 5, 1307, 181, 33650, 21764, 941, 4, 277, 37102, 26, 42, 21, 55, 101, 10, 3294, 1437, 8, 79, 21, 235, 4, 45, 966, 5, 425, 15, 1392, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I am 5'2 107lb and an xs petite.the embroidery was the only nice thing about this dress  but everything else was really unflattering -- the huge puffy sleeves especially. another reviewer said this was more like a shift  and she was right. not worth the price on sale.	2023-07-15T17:45:11Z
13942	1	2	[0, 16587, 328, 657, 328, 657, 328, 42, 299, 328, 939, 794, 42, 804, 8, 1320, 1467, 21152, 326, 9226, 56, 7, 28, 11, 127, 18704, 4, 939, 3568, 10, 319, 9, 13504, 17220, 1640, 179, 127, 31261, 5, 1380, 7098, 3195, 89, 16, 734, 14178, 16, 181, 10627, 44294, 24, 16, 2007, 1437, 182, 23541, 19, 9304, 1437, 19, 31296, 4, 5, 182, 7174, 33953, 3639, 773, 1437, 396, 269, 145, 10, 6184, 14, 9549, 19, 97, 8117, 4, 939, 222, 33, 41, 696, 19, 103, 25816, 14, 58, 22422, 7209, 31, 24150, 36201, 734, 4297, 1085, 505, 4, 4420, 1437, 24, 16, 30197, 734, 5525, 203, 98, 16506, 98, 1437, 114, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Love! love! love! this top! i saw this online and immediately knew tha tthis had to be in my wardrobe. i wear a lot of navy....(in my estimating the classiest color there is...black is passe'). it is simple  very wearable with pants  with skirts. the very thin stripe adds interest  without really being a pattern that conflicts with other patterns. i did have an issue with some threads that were randomly hanging from sleeve cuff...but nothing important. yes  it is cropped...very much so!!! so  if	2023-07-15T17:45:11Z
17379	-1	0	[0, 2847, 5779, 11, 5, 18225, 9, 11424, 8939, 26348, 14, 6215, 5723, 209, 360, 4, 941, 23, 42, 425, 477, 4, 5, 6184, 8, 2496, 9, 42, 3588, 16, 2721, 1437, 53, 939, 40, 393, 1930, 80, 6317, 1932, 36, 368, 190, 457, 14, 43, 15, 10, 11424, 3588, 4, 2540, 1606, 55, 37919, 1437, 13178, 1437, 8, 22288, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	So disappointed in the abundance of polyester fabrics that retailer carries these days. especially at this price point. the pattern and style of this dress is beautiful  but i will never spend two hundred dollars (or even half that) on a poly dress. please add more linen  cotton  and silk!	2023-07-15T17:45:11Z
6797	1	2	[0, 100, 5328, 42, 66, 7, 10, 3630, 12, 6493, 14, 21, 5629, 13, 162, 1437, 8, 82, 2638, 5, 2755, 124, 4, 939, 33, 10, 367, 22990, 124, 15331, 1437, 53, 42, 65, 16, 12058, 8, 13350, 4, 939, 524, 5784, 9420, 59, 5, 22990, 1437, 959, 4, 24, 16, 98, 15651, 4, 117, 743, 1437, 53, 95, 28, 7316, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wore this out to a dinner-party that was thrown for me  and people loved the surprise back. i have a few lace back shirts  but this one is gorgeous and sexy. i am incredibly cautious about the lace  however. it is so delicate. no issues  but just be careful!	2023-07-15T17:45:11Z
43	1	2	[0, 713, 16, 41, 15652, 299, 14, 939, 465, 7, 28, 2778, 3473, 4, 939, 218, 75, 2333, 907, 19553, 53, 42, 65, 16, 98, 27360, 8, 1326, 372, 19, 2933, 10397, 10844, 4, 939, 524, 10, 2491, 417, 8, 5, 4761, 21, 10, 1969, 2564, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This is an adorable top that i find to be extremely comfortable. i don't usually buy prints but this one is so feminine and looks great with dark wash jeans. i am a 36d and the medium was a perfect fit.	2023-07-15T17:45:11Z
3575	0	1	[0, 100, 33, 5, 251, 30145, 5202, 1732, 9, 42, 3588, 8, 21, 2422, 2283, 7, 860, 15, 5, 30145, 5536, 3361, 1732, 1437, 53, 24, 95, 399, 75, 173, 823, 25, 157, 4, 5, 3124, 31670, 32, 1307, 8, 40, 2299, 311, 1341, 10, 828, 9, 11689, 4, 5, 909, 6184, 21, 67, 1085, 780, 4, 939, 101, 5, 16177, 326, 7363, 42041, 8, 5, 3588, 34, 10, 2579, 7021, 219, 619, 111, 74, 1701, 562, 24, 114, 24, 439, 15, 1392, 4, 1437, 1437, 1437, 1437, 939, 1381, 15, 5, 650, 8, 5, 1823, 650, 111, 399, 75, 3120, 10, 2249, 227, 5, 80, 4, 939, 206, 939, 33, 15, 5, 3023, 29, 11, 5, 1345, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1]	I have the long sleeved version of this dress and was super excited to try on the sleeveless version  but it just didn't work nearly as well. the armholes are huge and will definitely show quite a bit of bra. the black pattern was also nothing special. i like the mock turtleneck and the dress has a nice swingy feel - would consider getting it if it went on sale.     i tried on the small and the extra small - didn't notice a difference between the two. i think i have on the xs in the photo.	2023-07-15T17:45:11Z
8273	1	2	[0, 100, 218, 75, 655, 109, 910, 5865, 1634, 111, 939, 437, 10, 2491, 16134, 417, 111, 53, 209, 4976, 98, 15481, 8, 5, 12194, 910, 15315, 16, 182, 34203, 13, 10, 540, 87, 3269, 18093, 4783, 4, 5, 29716, 124, 16, 98, 3793, 8, 817, 42, 1365, 7, 3568, 4, 24, 40, 28, 1365, 7, 3588, 62, 19, 10, 26922, 1437, 3089, 14609, 8, 3588, 219, 9304, 53, 24, 40, 213, 95, 25, 15481, 15, 24, 18, 15, 19, 10844, 13, 10, 9881, 356, 4, 114, 89, 56, 57, 5, 19109, 3195, 11, 127, 1836, 1437, 939, 74, 33, 5335, 24, 350, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I don't ever do ruffles - i'm a 36ddd - but these laid so nicely and the vertical ruffle is very flattering for a less than flat tummy. the knit back is so soft and makes this easy to wear. it will be easy to dress up with a necklace  blazer and dressy pants but it will go just as nicely on it's on with jeans for a casual look. if there had been the mint color in my size  i would have gotten it too!	2023-07-15T17:45:11Z
18879	0	1	[0, 10993, 9, 70, 939, 657, 1055, 25416, 98, 30, 6814, 939, 657, 42, 23204, 1481, 1584, 462, 4, 5, 2356, 32, 10, 828, 8372, 142, 47, 64, 3568, 24, 80, 430, 1319, 4, 114, 47, 3568, 24, 98, 24, 18, 251, 11, 760, 172, 5, 124, 606, 62, 10, 828, 723, 8, 2626, 28550, 4, 127, 129, 380, 3674, 16, 14, 939, 348, 10610, 24, 2330, 8, 89, 18, 416, 10, 739, 4683, 11, 5, 3124, 27595, 4, 2129, 1663, 61, 16, 6770, 4, 5952, 4318, 21, 10, 65, 12, 1529, 4, 939, 1017, 5940, 24, 53, 2299, 2067, 13, 10, 1392, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	First of all i love cashmere so by default i love this sweater shawl. the photos are a bit odd because you can wear it two different ways. if you wear it so it's long in front then the back comes up a bit higher and vice versa. my only big complaint is that i've worn it twice and there's already a large hole in the arm seam. poor construction which is disappointing. hopefully mine was a one-off. i'd recommend it but definitely wait for a sale.	2023-07-15T17:45:11Z
8211	0	1	[0, 100, 770, 7, 3568, 42, 13, 127, 3251, 7, 740, 23735, 879, 8, 939, 770, 5, 29694, 6907, 25, 1345, 959, 24, 21, 10, 2933, 6907, 61, 399, 75, 2564, 7, 162, 9574, 734, 53, 5, 1521, 21, 1256, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wanted to wear this for my journey to cuncun and i wanted the blight pink as photo however it was a dark pink which didn't fit to me unfortunately... but the design was pretty!	2023-07-15T17:45:11Z
5822	0	1	[0, 100, 2740, 42, 11, 1104, 4, 5, 1468, 16, 1122, 7, 10, 8385, 139, 6399, 1437, 61, 939, 5844, 75, 11590, 15, 4, 24, 21, 67, 15, 5, 739, 1836, 8, 95, 29747, 24203, 15, 162, 4, 202, 1437, 5, 1318, 2551, 7, 28, 205, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered this in white. the material is similar to a polo shirt  which i hadn't counted on. it was also on the large size and just unflattering on me. still  the quality seemed to be good.	2023-07-15T17:45:11Z
6272	1	2	[0, 347, 4467, 8, 3137, 24382, 4, 114, 47, 218, 75, 3211, 10, 2985, 66, 101, 5, 1421, 1065, 1437, 24, 2260, 7005, 25, 10, 16576, 142, 5, 5856, 32, 98, 455, 4, 53, 24, 18, 269, 3473, 1437, 8, 15029, 157, 19, 10, 6167, 346, 9, 13657, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Cute and comfy. if you don't throw a leg out like the model above  it mostly reads as a skirt because the legs are so full. but it's really comfortable  and pairs well with a surprising number of tops	2023-07-15T17:45:11Z
2157	-1	0	[0, 133, 10199, 8, 63, 18632, 399, 75, 972, 127, 2113, 9574, 4, 89, 58, 350, 203, 27650, 8, 2471, 12, 1529, 9, 3543, 32566, 29, 9, 10, 10199, 734, 1437, 1437, 959, 42, 40, 2564, 114, 47, 3568, 81, 5, 7358, 15033, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The fabric and its texture didn't meet my expectations unfortunately. there were too much fray and cast-off of edge yarns of a fabric...   however this will fit if you wear over the swimming wears.	2023-07-15T17:45:11Z
7082	0	1	[0, 100, 342, 10, 319, 9, 1991, 15, 42, 2999, 2137, 4, 939, 956, 402, 13, 5, 2428, 1437, 8, 24, 2551, 1969, 4, 2704, 1437, 5, 1392, 425, 16, 182, 6043, 1118, 7, 5, 1675, 6215, 850, 4, 53, 734, 939, 524, 45, 2230, 5779, 1437, 53, 939, 1017, 224, 3911, 4, 1437, 1437, 1437, 1437, 939, 74, 202, 1701, 42, 23204, 205, 13, 2428, 4, 24, 18, 7174, 615, 7, 28, 21222, 88, 10, 16576, 50, 9304, 114, 47, 101, 4, 5, 2999, 2137, 16, 182, 4140, 219, 111, 13542, 1437, 939, 74, 6573, 24, 7, 28, 540, 4140, 219, 1437, 53, 14, 429, 28, 10, 2704, 13, 951, 55, 11044, 219, 4, 5, 1318, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I put a lot of hopes on this pullover. i needed something for the spring  and it seemed perfect. plus  the sale price is very attractive compared to the regular retailer prices. but... i am not exactly disappointed  but i'd say surprised.     i would still consider this sweater good for spring. it's thin enough to be tucked into a skirt or pants if you like. the pullover is very stretchy - frankly  i would prefer it to be less stretchy  but that might be a plus for someone more busty. the quality	2023-07-15T17:45:11Z
9243	1	2	[0, 100, 3249, 2740, 42, 299, 11, 5, 909, 8, 24, 18, 57, 15, 124, 645, 13, 10, 353, 4, 939, 1276, 7, 213, 789, 8, 860, 5, 3984, 8, 939, 524, 98, 7785, 14, 939, 222, 328, 1437, 5, 2564, 16, 34203, 19, 10, 1181, 3723, 2911, 783, 7, 9824, 127, 251, 28762, 1437, 5, 10199, 16, 10, 2579, 1084, 2408, 19, 10, 182, 12405, 11051, 26671, 1437, 6184, 4, 5, 124, 9, 5, 5397, 34, 10, 4187, 43805, 4617, 4, 5, 10342, 21764, 32, 45, 350, 251, 8, 5, 3195, 16, 12058, 13, 1136, 73, 31421, 4, 939, 2200, 5940, 42, 299, 13, 70, 809, 3505, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I originally ordered this top in the black and it's been on back order for a month. i decided to go ahead and try the wine and i am so glad that i did!  the fit is flattering with a longer peplum to accommodate my long torso  the fabric is a nice mid weight with a very subtle brocade  pattern. the back of the neck has a classic zipper detail. the bell sleeves are not too long and the color is gorgeous for fall/winter. i highly recommend this top for all body types.	2023-07-15T17:45:11Z
10558	0	1	[0, 16587, 5, 8089, 11, 42, 299, 4, 24, 18, 10, 9208, 24, 21, 98, 380, 8, 3298, 4740, 939, 437, 45, 14, 380, 10, 621, 53, 269, 156, 162, 356, 380, 8, 6664, 35187, 479, 939, 524, 195, 108, 401, 113, 1437, 8325, 10431, 4, 8340, 4, 1836, 650, 21, 169, 350, 203, 1468, 13, 127, 5120, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Love the colors in this top. it's a shame it was so big and baggy i'm not that big a person but really made me look big and frumpy . i am 5'6""  130#. athlete. size small was way too much material for my frame"	2023-07-15T17:45:11Z
14472	0	1	[0, 100, 3668, 2638, 209, 9304, 5, 78, 484, 498, 939, 5328, 106, 4, 5, 2564, 16, 34203, 1437, 51, 32, 10, 1969, 251, 5933, 1437, 8, 5, 8089, 32, 5835, 4, 71, 484, 15033, 1437, 24, 21, 86, 7, 10397, 106, 8, 939, 1432, 5, 9969, 1286, 7, 10397, 19, 2569, 514, 8, 516, 3841, 4, 939, 21, 3225, 27807, 19, 5, 1280, 14, 209, 9304, 28704, 11, 2564, 8, 5933, 8, 5, 8089, 2075, 561, 4, 71, 10, 8787, 6440, 154, 1852, 1437, 939, 21, 441, 7, 6921, 66, 5, 1468, 8, 7057, 203, 9, 5, 5933, 8, 2564, 10306, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I absolutely loved these pants the first several times i wore them. the fit is flattering  they are a perfect long length  and the colors are stunning. after several wears  it was time to wash them and i followed the directions provided to wash with cold water and line dry. i was initially horrified with the amount that these pants shrunk in fit and length and the colors ran together. after a lengthy ironing session  i was able to smooth out the material and restore much of the length and fit bu	2023-07-15T17:45:11Z
16600	1	2	[0, 100, 524, 17593, 19, 5, 1318, 9, 5, 10199, 15, 42, 299, 4, 939, 524, 1311, 24, 25, 10, 4085, 8, 64, 75, 2067, 32376, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I am obsessed with the quality of the fabric on this top. i am giving it as a gift and can't wait!!!!	2023-07-15T17:45:11Z
